"frase","situacao","fonte"
"Minha dor no peito começou de repente há 10 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Tenho fadiga no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
"Fiz exame de rotina e encontraram um pequeno aneurisma estável, sem sintomas.","baixo risco","Sintético-CardioIA"
"Tenho dificuldade para respirar constante há 5 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Sinto cansaço depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Tenho cansaço no peito quando fico nervoso, mas some quando me acalmo.","baixo risco","Sintético-CardioIA"
"Sinto pressão no peito intensa há 5 minutos e não passa nem com repouso, além de dor que irradia.","alto risco","Sintético-CardioIA"
"Tenho dorzinha no peito quando fico nervoso, mas some quando me acalmo.","baixo risco","Sintético-CardioIA"
"Sinto fadiga ao subir escadas, mas só quando subo muitos andares de uma vez.","baixo risco","Sintético-CardioIA"
"Não consigo deitar por causa da pressão no peito, só melhora sentado, desde 5 minutos.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes durante apresentações no trabalho, mas é nervoso.","baixo risco","Sintético-CardioIA"
"Sinto aperto no peito em repouso há 10 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Sinto dor no peito que irradia para o pescoço e estou com falta de ar há 10 minutos.","alto risco","Sintético-CardioIA"
"Estou com dor no peito fortíssima, dificuldade para respirar e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Sinto tontura passageira leve quando durmo mal, mas no dia seguinte passa.","baixo risco","Sintético-CardioIA"
"Sinto dor que irradia que irradia para o costas e estou com pressão no peito há 5 minutos.","alto risco","Sintético-CardioIA"
"Sinto tontura passageira leve que piora quando aperto o peito com a mão.","baixo risco","Sintético-CardioIA"
"Sou atleta e meu coração bate mais devagar que o normal, o médico disse que é normal.","baixo risco","Sintético-CardioIA"
"Tenho dor no peito constante há 2 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Estou com tontura intensa muito forte que irradia para o pescoço, começou há 2 minutos.","alto risco","Sintético-CardioIA"
"Tenho falta de ar constante há 2 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Meu coração acelera às vezes durante apresentações no trabalho, mas é nervoso.","baixo risco","Sintético-CardioIA"
"Minha pressão está 190x115 mmHg e estou sentindo dor que irradia muito forte.","alto risco","Sintético-CardioIA"
"Sinto dificuldade para respirar que irradia para o pescoço e estou com aperto no peito há 5 minutos.","alto risco","Sintético-CardioIA"
"Sinto incômodo ao subir escadas, mas só quando subo muitos andares de uma vez.","baixo risco","Sintético-CardioIA"
"Não consigo deitar por causa da dificuldade para respirar, só melhora sentado, desde 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto pressão no peito que irradia para o costas e estou com tontura intensa há 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto um cansaço leve depois de fazer exercício, mas passa rápido.","baixo risco","Sintético-CardioIA"
"Sinto dorzinha leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 130x85 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Tenho dor forte no peito constante há 2 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Tenho azia depois de comer muito, às vezes confundo com dor no peito.","baixo risco","Sintético-CardioIA"
"Minha aperto no peito começou de repente há 2 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Minha tontura intensa começou de repente há 2 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Fiz exame de rotina e encontraram um pequeno aneurisma estável, sem sintomas.","baixo risco","Sintético-CardioIA"
"Tenho palpitação leve esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Tenho aperto no peito e dor que irradia ao mesmo tempo há 10 minutos, está piorando muito.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes durante apresentações no trabalho, mas é nervoso.","baixo risco","Sintético-CardioIA"
"Tenho tontura passageira esporádica que dura poucos segundos e some sozinha.","baixo risco","Sintético-CardioIA"
"Sinto dificuldade para respirar em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Fiz exame de rotina e encontraram um pequeno aneurisma estável, sem sintomas.","baixo risco","Sintético-CardioIA"
"Sinto um incômodo leve depois de fazer exercício, mas passa rápido.","baixo risco","Sintético-CardioIA"
"Sinto mal-estar passageiro quando respiro fundo, mas só quando estou muito ansioso.","baixo risco","Sintético-CardioIA"
"Tenho palpitação leve no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Tenho tontura intensa e pressão no peito ao mesmo tempo há 2 minutos, está piorando muito.","alto risco","Sintético-CardioIA"
"Fui ao médico de rotina e minha pressão estava 120x75 mmHg, sem sintomas.","baixo risco","Sintético-CardioIA"
"Tenho dor no peito que não para desde 5 minutos, junto com dor que irradia e dor no peito.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Sinto fadiga leve que piora quando aperto o peito com a mão.","baixo risco","Sintético-CardioIA"
"Minha pressão subiu um pouco depois de um dia estressante, mas voltou ao normal.","baixo risco","Sintético-CardioIA"
"Sinto falta de ar em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto pressão no peito igual àquela vez, há 10 minutos.","alto risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Acordei com dificuldade para respirar fortíssima e aperto no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Minha dor no peito começou de repente há 10 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Tenho tontura passageira no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Sinto dor forte no peito muito forte ao menor esforço, até para falar fico sem ar.","alto risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto dor no peito igual àquela vez, há 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto o coração acelerar quando fico ansioso, mas passa logo.","baixo risco","Sintético-CardioIA"
"Tenho falta de ar constante há 2 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Estou com dificuldade para respirar fortíssima, falta de ar e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Estou com pressão no peito que vai para o pescoço e suando muito frio.","alto risco","Sintético-CardioIA"
"Sinto o coração bater um pouco diferente às vezes, mas não me atrapalha.","baixo risco","Sintético-CardioIA"
"Estou com tontura intensa muito forte que irradia para o braço esquerdo, começou há 10 minutos.","alto risco","Sintético-CardioIA"
"Tenho azia depois de comer muito, às vezes confundo com dor no peito.","baixo risco","Sintético-CardioIA"
"Sinto tontura passageira leve quando durmo mal, mas no dia seguinte passa.","baixo risco","Sintético-CardioIA"
"Tenho mal-estar passageiro ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Tenho fadiga no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Estou com o coração batendo a 175 bpm e sinto falta de ar no peito.","alto risco","Sintético-CardioIA"
"Tenho desconforto leve que melhora quando tomo antiácido, acho que é refluxo.","baixo risco","Sintético-CardioIA"
"Estou com dificuldade para respirar muito forte que irradia para o ombro esquerdo, começou há 2 minutos.","alto risco","Sintético-CardioIA"
"Não consigo respirar direito, tenho dor que irradia e dor que irradia há 2 minutos.","alto risco","Sintético-CardioIA"
"Acordei com pressão no peito fortíssima e falta de ar, estou com muito medo.","alto risco","Sintético-CardioIA"
"Minha dor no peito começou de repente há 10 minutos e está cada vez mais intensa.","alto risco","Sintético-CardioIA"
"Minha pressão subiu um pouco depois de um dia estressante, mas voltou ao normal.","baixo risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto dor que irradia igual àquela vez, há 5 minutos.","alto risco","Sintético-CardioIA"
"Já tive infarto antes e agora sinto pressão no peito igual àquela vez, há 5 minutos.","alto risco","Sintético-CardioIA"
"Meu coração acelera às vezes depois de tomar café, mas passa sozinho.","baixo risco","Sintético-CardioIA"
"Não consigo deitar por causa da falta de ar, só melhora sentado, desde 10 minutos.","alto risco","Sintético-CardioIA"
"Sinto mal-estar passageiro depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Sinto aperto no peito intensa há 2 minutos e não passa nem com repouso, além de dor forte no peito.","alto risco","Sintético-CardioIA"
"Sinto um desconforto leve leve depois de fazer exercício, mas passa rápido.","baixo risco","Sintético-CardioIA"
"Acordei com dor que irradia fortíssima e tontura intensa, estou com muito medo.","alto risco","Sintético-CardioIA"
"Tenho dificuldade para respirar constante há 10 minutos e minha pressão está muito alta.","alto risco","Sintético-CardioIA"
"Tenho tontura passageira no peito quando fico nervoso, mas some quando me acalmo.","baixo risco","Sintético-CardioIA"
"Sinto pressão no peito em repouso há 2 minutos, não melhora com nada que faço.","alto risco","Sintético-CardioIA"
"Acordei com dificuldade para respirar fortíssima e dor forte no peito, estou com muito medo.","alto risco","Sintético-CardioIA"
"Tenho palpitação leve no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
"Sinto mal-estar passageiro depois de viagem longa de avião, mas passa no dia seguinte.","baixo risco","Sintético-CardioIA"
"Estou com tontura intensa que vai para o braço esquerdo e suando muito frio.","alto risco","Sintético-CardioIA"
"Estou com dor que irradia fortíssima, tontura intensa e não consigo me mover de tanta dor.","alto risco","Sintético-CardioIA"
"Tenho um sopro no coração desde criança, o médico disse que é funcional.","baixo risco","Sintético-CardioIA"
"Meu médico disse que tenho extrassístoles, mas sou assintomático.","baixo risco","Sintético-CardioIA"
"Sinto mal-estar passageiro leve que piora quando aperto o peito com a mão.","baixo risco","Sintético-CardioIA"
"Sinto dificuldade para respirar que irradia para o pescoço e estou com falta de ar há 2 minutos.","alto risco","Sintético-CardioIA"
"Tenho azia depois de comer muito, às vezes confundo com dor no peito.","baixo risco","Sintético-CardioIA"
"Tenho mal-estar passageiro ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Tenho fadiga ocasional que não me impede de fazer nada.","baixo risco","Sintético-CardioIA"
"Tenho um leve inchaço nos tornozelos no fim do dia, some quando elevo as pernas.","baixo risco","Sintético-CardioIA"
"Sinto tontura passageira leve depois de academia, passa em menos de dez minutos.","baixo risco","Sintético-CardioIA"
"Tenho tontura passageira no final do dia quando trabalho muito, some depois que descanso.","baixo risco","Sintético-CardioIA"
